  0.00000000E+00  0.87913368E+01
  0.15919931E-01  0.88112036E+01
  0.31839862E-01  0.88310451E+01
  0.47759793E-01  0.88491793E+01
  0.63679724E-01  0.88555073E+01
  0.79599655E-01  0.88242737E+01
  0.95519587E-01  0.87757701E+01
  0.11143952E+00  0.87256945E+01
  0.12735945E+00  0.86766666E+01
  0.14327938E+00  0.86293626E+01
  0.15919931E+00  0.85840610E+01
  0.17511924E+00  0.85409176E+01
  0.19103917E+00  0.85000373E+01
  0.20695910E+00  0.84614996E+01
  0.22287904E+00  0.84253673E+01
  0.23879897E+00  0.83916923E+01
  0.25471890E+00  0.83605170E+01
  0.27063883E+00  0.83318760E+01
  0.28655876E+00  0.83057970E+01
  0.30247869E+00  0.82823013E+01
  0.31839862E+00  0.82614045E+01
  0.33431855E+00  0.82431165E+01
  0.35023848E+00  0.82274423E+01
  0.36615842E+00  0.82143824E+01
  0.38207835E+00  0.82039330E+01
  0.39799828E+00  0.81960864E+01
  0.41391821E+00  0.81908318E+01
  0.42983814E+00  0.81881552E+01
  0.44575807E+00  0.81880401E+01
  0.46167800E+00  0.81904680E+01
  0.47759793E+00  0.81954187E+01
  0.49351786E+00  0.82028705E+01
  0.50943780E+00  0.82128011E+01
  0.52535773E+00  0.82251874E+01
  0.54127766E+00  0.82400062E+01
  0.55719759E+00  0.82572345E+01
  0.57311752E+00  0.82768493E+01
  0.58903745E+00  0.82988287E+01
  0.60495738E+00  0.83231512E+01
  0.62087731E+00  0.83497964E+01
  0.63679724E+00  0.83787450E+01
  0.65271717E+00  0.84099784E+01
  0.66863711E+00  0.84434795E+01
  0.68455704E+00  0.84792320E+01
  0.70047697E+00  0.85172203E+01
  0.71639690E+00  0.85574298E+01
  0.73231683E+00  0.85998462E+01
  0.74823676E+00  0.86444553E+01
  0.76415669E+00  0.86912431E+01
  0.78007662E+00  0.87401947E+01
  0.79599655E+00  0.87912947E+01
  0.81191649E+00  0.88445261E+01
  0.82783642E+00  0.88998702E+01
  0.84375635E+00  0.89573062E+01
  0.85967628E+00  0.90168102E+01
  0.87559621E+00  0.90783552E+01
  0.89151614E+00  0.91419104E+01
  0.90743607E+00  0.92074405E+01
  0.92335600E+00  0.92749055E+01
  0.93927593E+00  0.93442599E+01
  0.95519587E+00  0.94154526E+01
  0.97111580E+00  0.94884261E+01
  0.98703573E+00  0.95631163E+01
  0.10029557E+01  0.96394520E+01
  0.10188756E+01  0.97173549E+01
  0.10347955E+01  0.97967388E+01
  0.10507155E+01  0.98775101E+01
  0.10666354E+01  0.99595668E+01
  0.10825553E+01  0.10042799E+02
  0.10984752E+01  0.10127089E+02
  0.11143952E+01  0.10212311E+02
  0.11303151E+01  0.10298330E+02
  0.11462350E+01  0.10385004E+02
  0.11621550E+01  0.10472184E+02
  0.11780749E+01  0.10559711E+02
  0.11939948E+01  0.10647420E+02
  0.12099148E+01  0.10735139E+02
  0.12258347E+01  0.10822687E+02
  0.12417546E+01  0.10909875E+02
  0.12576746E+01  0.10996509E+02
  0.12735945E+01  0.11082386E+02
  0.12895144E+01  0.11167293E+02
  0.13054343E+01  0.11251009E+02
  0.13213543E+01  0.11333305E+02
  0.13372742E+01  0.11413937E+02
  0.13531941E+01  0.11492650E+02
  0.13691141E+01  0.11569173E+02
  0.13850340E+01  0.11643215E+02
  0.14009539E+01  0.11714467E+02
  0.14168739E+01  0.11782590E+02
  0.14327938E+01  0.11847218E+02
  0.14487137E+01  0.11907952E+02
  0.14646337E+01  0.11964353E+02
  0.14805536E+01  0.12015951E+02
  0.14964735E+01  0.12062237E+02
  0.15123935E+01  0.12102681E+02
  0.15283134E+01  0.12136741E+02
  0.15442333E+01  0.12163897E+02
  0.15601532E+01  0.12183679E+02
  0.15760732E+01  0.12195712E+02
  0.15919931E+01  0.12199751E+02
  0.16079599E+01  0.12193963E+02
  0.16239267E+01  0.12176824E+02
  0.16398935E+01  0.12148973E+02
  0.16558603E+01  0.12111346E+02
  0.16718271E+01  0.12065042E+02
  0.16877939E+01  0.12011200E+02
  0.17037607E+01  0.11950909E+02
  0.17197275E+01  0.11885160E+02
  0.17356943E+01  0.11814826E+02
  0.17516611E+01  0.11740665E+02
  0.17676279E+01  0.11663324E+02
  0.17835947E+01  0.11583359E+02
  0.17995615E+01  0.11501245E+02
  0.18155282E+01  0.11417392E+02
  0.18314950E+01  0.11332156E+02
  0.18474618E+01  0.11245847E+02
  0.18634286E+01  0.11158741E+02
  0.18793954E+01  0.11071082E+02
  0.18953622E+01  0.10983089E+02
  0.19113290E+01  0.10894961E+02
  0.19272958E+01  0.10806877E+02
  0.19432626E+01  0.10719005E+02
  0.19592294E+01  0.10631496E+02
  0.19751962E+01  0.10544492E+02
  0.19911630E+01  0.10458125E+02
  0.20071298E+01  0.10372520E+02
  0.20230966E+01  0.10287792E+02
  0.20390634E+01  0.10204050E+02
  0.20550302E+01  0.10121398E+02
  0.20709970E+01  0.10039934E+02
  0.20869638E+01  0.99597509E+01
