  0.00000000E+00 -0.33849647E+01
  0.10020991E-01 -0.33865736E+01
  0.20041982E-01 -0.33913801E+01
  0.30062973E-01 -0.33993244E+01
  0.40083964E-01 -0.34103101E+01
  0.50104955E-01 -0.34242090E+01
  0.60125946E-01 -0.34408668E+01
  0.70146937E-01 -0.34601096E+01
  0.80167928E-01 -0.34817501E+01
  0.90188919E-01 -0.35055937E+01
  0.10020991E+00 -0.35314440E+01
  0.11023090E+00 -0.35591068E+01
  0.12025189E+00 -0.35883942E+01
  0.13027288E+00 -0.36191264E+01
  0.14029387E+00 -0.36511338E+01
  0.15031486E+00 -0.36842579E+01
  0.16033586E+00 -0.37183516E+01
  0.17035685E+00 -0.37532794E+01
  0.18037784E+00 -0.37889168E+01
  0.19039883E+00 -0.38251500E+01
  0.20041982E+00 -0.38618753E+01
  0.21044081E+00 -0.38989982E+01
  0.22046180E+00 -0.39364331E+01
  0.23048279E+00 -0.39741024E+01
  0.24050378E+00 -0.40119359E+01
  0.25052477E+00 -0.40498705E+01
  0.26054577E+00 -0.40878492E+01
  0.27056676E+00 -0.41258213E+01
  0.28058775E+00 -0.41637412E+01
  0.29060874E+00 -0.42015686E+01
  0.30062973E+00 -0.42392676E+01
  0.31065072E+00 -0.42768066E+01
  0.32067171E+00 -0.43141575E+01
  0.33069270E+00 -0.43512956E+01
  0.34071369E+00 -0.43881990E+01
  0.35073468E+00 -0.44248480E+01
  0.36075567E+00 -0.44612248E+01
  0.37077667E+00 -0.44973134E+01
  0.38079766E+00 -0.45330984E+01
  0.39081865E+00 -0.45685656E+01
  0.40083964E+00 -0.46037009E+01
  0.41086063E+00 -0.46384904E+01
  0.42088162E+00 -0.46729205E+01
  0.43090261E+00 -0.47069771E+01
  0.44092360E+00 -0.47406461E+01
  0.45094459E+00 -0.47739132E+01
  0.46096558E+00 -0.48067639E+01
  0.47098658E+00 -0.48391836E+01
  0.48100757E+00 -0.48711581E+01
  0.49102856E+00 -0.49026731E+01
  0.50104955E+00 -0.49337150E+01
  0.51107054E+00 -0.49642706E+01
  0.52109153E+00 -0.49943278E+01
  0.53111252E+00 -0.50238751E+01
  0.54113351E+00 -0.50529022E+01
  0.55115450E+00 -0.50813999E+01
  0.56117549E+00 -0.51093600E+01
  0.57119649E+00 -0.51367754E+01
  0.58121748E+00 -0.51636401E+01
  0.59123847E+00 -0.51899487E+01
