       1       1        0.0000050056
       1       2        0.0000000000
       1       3        0.0000000000
       1       4        0.0000000000
       1       5        0.0000096888
       1       6        0.0000000000
       1       7        0.0079832520
       1       8        0.0002115640
       1       9        0.0000000000
       1      10        0.0000000000
       1      11        0.0000000000
       1      12        0.0000000000
       1      13        0.0000000000
       1      14        0.0000000000
       1      15        0.0000000000
       1      16        0.0057445163
       1      17        0.0000000000
       1      18        0.0000000000
       1      19        0.0000000000
       1      20        0.1785322918
       1      21        0.0000000000
       1      22        0.0000000000
       1      23        0.0000000000
       1      24        0.0000000000
       1      25        0.0000000000
       1      26        0.0000000000
       1      27        0.0000000000
       1      28        0.0000000000
       1      29        0.0000000000
       1      30        0.0000000000
       1      31        0.0000000000
       1      32        0.0000000000
       1      33        0.7864023849
       1      34        0.0000000000
       1      35        0.0000000000
       1      36        0.0007707517
       1      37        0.0057223001
       1      38        0.0000000000
       1      39        0.0000000000
       1      40        0.0000000000
       2       1        0.0000050051
       2       2        0.0000000002
       2       3        0.0000000000
       2       4        0.0000000000
       2       5        0.0000096833
       2       6        0.0000000000
       2       7        0.0079807461
       2       8        0.0002106619
       2       9        0.0000000958
       2      10        0.0000000000
       2      11        0.0000000000
       2      12        0.0000000000
       2      13        0.0000000000
       2      14        0.0000017406
       2      15        0.0000000000
       2      16        0.0057410676
       2      17        0.0000123739
       2      18        0.0000000000
       2      19        0.0000000000
       2      20        0.1787556888
       2      21        0.0000000000
       2      22        0.0000000000
       2      23        0.0000000000
       2      24        0.0000000000
       2      25        0.0000245611
       2      26        0.0000000000
       2      27        0.0000000000
       2      28        0.0000000000
       2      29        0.0005221597
       2      30        0.0000000000
       2      31        0.0001308825
       2      32        0.0000000000
       2      33        0.7854815784
       2      34        0.0000000000
       2      35        0.0000000012
       2      36        0.0007754877
       2      37        0.0056997011
       2      38        0.0000000000
       2      39        0.0000000000
       2      40        0.0000000000
       3       1        0.0000050096
       3       2        0.0000000007
       3       3        0.0000000000
       3       4        0.0000000000
       3       5        0.0000096663
       3       6        0.0000000000
       3       7        0.0079734933
       3       8        0.0002068656
       3       9        0.0000014480
       3      10        0.0000000000
       3      11        0.0000000000
       3      12        0.0000000000
       3      13        0.0000000000
       3      14        0.0000069837
       3      15        0.0000000000
       3      16        0.0057308362
       3      17        0.0000502018
       3      18        0.0000000000
       3      19        0.0000000000
       3      20        0.1794222054
       3      21        0.0000000000
       3      22        0.0000000000
       3      23        0.0000000000
       3      24        0.0000000000
       3      25        0.0000895116
       3      26        0.0000000000
       3      27        0.0000000000
       3      28        0.0000000000
       3      29        0.0015282383
       3      30        0.0000000000
       3      31        0.0014150420
       3      32        0.0000000000
       3      33        0.7824001119
       3      34        0.0000000000
       3      35        0.0000000187
       3      36        0.0007893132
       3      37        0.0056306776
       3      38        0.0000000000
       3      39        0.0000000000
       3      40        0.0000000000
       4       1        0.0000050175
       4       2        0.0000000015
       4       3        0.0000000000
       4       4        0.0000000000
       4       5        0.0000096368
       4       6        0.0000000000
       4       7        0.0079616928
       4       8        0.0001979692
       4       9        0.0000063181
       4      10        0.0000000000
       4      11        0.0000000000
       4      12        0.0000000000
       4      13        0.0000000000
       4      14        0.0000157532
       4      15        0.0000000000
       4      16        0.0057138350
       4      17        0.0001154278
       4      18        0.0000000000
       4      19        0.0000000000
       4      20        0.1805189574
       4      21        0.0000000000
       4      22        0.0000000000
       4      23        0.0000000000
       4      24        0.0000000000
       4      25        0.0001708754
       4      26        0.0000000000
       4      27        0.0000000000
       4      28        0.0000000000
       4      29        0.0025675588
       4      30        0.0000000000
       4      31        0.0053484405
       4      32        0.0000000000
       4      33        0.7761477422
       4      34        0.0000000000
       4      35        0.0000000939
       4      36        0.0008113977
       4      37        0.0055122389
       4      38        0.0000000000
       4      39        0.0000000000
       4      40        0.0000000000
       5       1        0.0000050282
       5       2        0.0000000026
       5       3        0.0000000000
       5       4        0.0000000000
       5       5        0.0000096039
       5       6        0.0000000000
       5       7        0.0079451649
       5       8        0.0001836819
       5       9        0.0000151002
       5      10        0.0000000000
       5      11        0.0000000000
       5      12        0.0000000000
       5      13        0.0000000000
       5      14        0.0000281491
       5      15        0.0000000000
       5      16        0.0056898866
       5      17        0.0002114499
       5      18        0.0000000000
       5      19        0.0000000000
       5      20        0.1820246645
       5      21        0.0000000000
       5      22        0.0000000000
       5      23        0.0000000000
       5      24        0.0000000000
       5      25        0.0002387842
       5      26        0.0000000000
       5      27        0.0000000000
       5      28        0.0000000000
       5      29        0.0035186744
       5      30        0.0000000000
       5      31        0.0139757878
       5      32        0.0000000000
       5      33        0.7648490528
       5      34        0.0000000000
       5      35        0.0000002927
       5      36        0.0008401969
       5      37        0.0053387590
       5      38        0.0000000000
       5      39        0.0000000000
       5      40        0.0000000000
       6       1        0.0000050444
       6       2        0.0000000041
       6       3        0.0000000000
       6       4        0.0000000000
       6       5        0.0000095481
       6       6        0.0000000000
       6       7        0.0079240883
       6       8        0.0001672780
       6       9        0.0000246451
       6      10        0.0000000000
       6      11        0.0000000000
       6      12        0.0000000000
       6      13        0.0000000000
       6      14        0.0000441833
       6      15        0.0000000000
       6      16        0.0056589531
       6      17        0.0003422406
       6      18        0.0000000000
       6      19        0.0000000000
       6      20        0.1839055617
       6      21        0.0000000000
       6      22        0.0000000000
       6      23        0.0000000000
       6      24        0.0000000000
       6      25        0.0002672678
       6      26        0.0000000000
       6      27        0.0000000000
       6      28        0.0000000000
       6      29        0.0043475505
       6      30        0.0000000000
       6      31        0.0302503684
       6      32        0.0000000000
       6      33        0.7456402689
       6      34        0.0000000000
       6      35        0.0000007032
       6      36        0.0008739642
       6      37        0.0000000000
       6      38        0.0050992453
       6      39        0.0000000000
       6      40        0.0000000000
       7       1        0.0000050652
       7       2        0.0000000058
       7       3        0.0000000000
       7       4        0.0000000000
       7       5        0.0000094747
       7       6        0.0000000000
       7       7        0.0078985864
       7       8        0.0001523466
       7       9        0.0000315483
       7      10        0.0000000000
       7      11        0.0000000000
       7      12        0.0000000000
       7      13        0.0000000000
       7      14        0.0000640126
       7      15        0.0000000000
       7      16        0.0056208355
       7      17        0.0005127143
       7      18        0.0000000000
       7      19        0.0000000000
       7      20        0.1861209306
       7      21        0.0000000000
       7      22        0.0000000000
