  0.00000000E+00 -0.34030524E+01
  0.10020991E-01 -0.34047105E+01
  0.20041982E-01 -0.34096642E+01
  0.30062973E-01 -0.34178524E+01
  0.40083964E-01 -0.34291768E+01
  0.50104955E-01 -0.34435062E+01
  0.60125946E-01 -0.34606820E+01
  0.70146937E-01 -0.34805249E+01
  0.80167928E-01 -0.35028409E+01
  0.90188919E-01 -0.35274276E+01
  0.10020991E+00 -0.35540796E+01
  0.11023090E+00 -0.35825931E+01
  0.12025189E+00 -0.36127695E+01
  0.13027288E+00 -0.36444183E+01
  0.14029387E+00 -0.36773592E+01
  0.15031486E+00 -0.37114232E+01
  0.16033586E+00 -0.37464531E+01
  0.17035685E+00 -0.37823042E+01
  0.18037784E+00 -0.38188437E+01
  0.19039883E+00 -0.38559504E+01
  0.20041982E+00 -0.38935144E+01
  0.21044081E+00 -0.39314360E+01
  0.22046180E+00 -0.39696252E+01
  0.23048279E+00 -0.40080010E+01
  0.24050378E+00 -0.40464904E+01
  0.25052477E+00 -0.40850277E+01
  0.26054577E+00 -0.41235543E+01
  0.27056676E+00 -0.41620171E+01
  0.28058775E+00 -0.42003690E+01
  0.29060874E+00 -0.42385673E+01
  0.30062973E+00 -0.42765740E+01
  0.31065072E+00 -0.43143550E+01
  0.32067171E+00 -0.43518794E+01
  0.33069270E+00 -0.43891198E+01
  0.34071369E+00 -0.44260513E+01
  0.35073468E+00 -0.44626516E+01
  0.36075567E+00 -0.44989007E+01
  0.37077667E+00 -0.45347802E+01
  0.38079766E+00 -0.45702739E+01
  0.39081865E+00 -0.46053668E+01
  0.40083964E+00 -0.46400454E+01
  0.41086063E+00 -0.46742973E+01
  0.42088162E+00 -0.47081113E+01
  0.43090261E+00 -0.47414772E+01
  0.44092360E+00 -0.47743853E+01
  0.45094459E+00 -0.48068271E+01
  0.46096558E+00 -0.48387943E+01
  0.47098658E+00 -0.48702795E+01
  0.48100757E+00 -0.49012757E+01
  0.49102856E+00 -0.49317762E+01
  0.50104955E+00 -0.49617750E+01
  0.51107054E+00 -0.49912662E+01
  0.52109153E+00 -0.50202443E+01
  0.53111252E+00 -0.50487039E+01
  0.54113351E+00 -0.50766402E+01
  0.55115450E+00 -0.51040481E+01
  0.56117549E+00 -0.51309232E+01
  0.57119649E+00 -0.51572609E+01
  0.58121748E+00 -0.51830570E+01
  0.59123847E+00 -0.52083071E+01
  0.60125946E+00 -0.52330072E+01
  0.61128045E+00 -0.52571534E+01
  0.62130144E+00 -0.52807417E+01
  0.63132243E+00 -0.53037685E+01
  0.64134342E+00 -0.53262298E+01
  0.65136441E+00 -0.53481222E+01
  0.66138540E+00 -0.53694421E+01
  0.67140639E+00 -0.53901859E+01
  0.68142739E+00 -0.54103504E+01
  0.69144838E+00 -0.54299321E+01
  0.70146937E+00 -0.54489278E+01
  0.71149036E+00 -0.54673342E+01
  0.72151135E+00 -0.54851483E+01
  0.73153234E+00 -0.55023670E+01
  0.74155333E+00 -0.55189873E+01
  0.75157432E+00 -0.55350064E+01
  0.76159531E+00 -0.55504213E+01
  0.77161630E+00 -0.55652295E+01
  0.78163730E+00 -0.55794281E+01
  0.79165829E+00 -0.55930146E+01
  0.80167928E+00 -0.56059866E+01
  0.81170027E+00 -0.56183416E+01
  0.82172126E+00 -0.56300774E+01
  0.83174225E+00 -0.56411918E+01
  0.84176324E+00 -0.56516826E+01
  0.85178423E+00 -0.56615479E+01
  0.86180522E+00 -0.56707858E+01
  0.87182621E+00 -0.56793946E+01
  0.88184721E+00 -0.56873724E+01
  0.89186820E+00 -0.56947179E+01
  0.90188919E+00 -0.57014295E+01
  0.91191018E+00 -0.57075059E+01
  0.92193117E+00 -0.57129460E+01
  0.93195216E+00 -0.57177486E+01
  0.94197315E+00 -0.57219128E+01
  0.95199414E+00 -0.57254378E+01
  0.96201513E+00 -0.57283228E+01
  0.97203612E+00 -0.57305674E+01
  0.98205712E+00 -0.57321709E+01
  0.99207811E+00 -0.57331332E+01
  0.10020991E+01 -0.57334540E+01
  0.10121610E+01 -0.57331305E+01
  0.10222230E+01 -0.57321602E+01
  0.10322849E+01 -0.57305429E+01
  0.10423469E+01 -0.57282781E+01
  0.10524089E+01 -0.57253655E+01
  0.10624708E+01 -0.57218045E+01
  0.10725328E+01 -0.57175945E+01
  0.10825947E+01 -0.57127346E+01
  0.10926567E+01 -0.57072240E+01
  0.11027186E+01 -0.57010617E+01
  0.11127806E+01 -0.56942465E+01
  0.11228425E+01 -0.56867774E+01
  0.11329045E+01 -0.56786529E+01
  0.11429664E+01 -0.56698719E+01
  0.11530284E+01 -0.56604328E+01
  0.11630903E+01 -0.56503341E+01
  0.11731523E+01 -0.56395745E+01
  0.11832142E+01 -0.56281522E+01
  0.11932762E+01 -0.56160656E+01
  0.12033381E+01 -0.56033133E+01
  0.12134001E+01 -0.55898934E+01
  0.12234620E+01 -0.55758044E+01
  0.12335240E+01 -0.55610447E+01
  0.12435859E+01 -0.55456127E+01
  0.12536479E+01 -0.55295067E+01
  0.12637098E+01 -0.55127252E+01
  0.12737718E+01 -0.54952668E+01
  0.12838337E+01 -0.54771301E+01
  0.12938957E+01 -0.54583138E+01
  0.13039576E+01 -0.54388165E+01
  0.13140196E+01 -0.54186373E+01
  0.13240815E+01 -0.53977750E+01
  0.13341435E+01 -0.53762289E+01
  0.13442054E+01 -0.53539980E+01
  0.13542674E+01 -0.53310819E+01
  0.13643293E+01 -0.53074801E+01
  0.13743913E+01 -0.52831924E+01
  0.13844532E+01 -0.52582185E+01
  0.13945152E+01 -0.52325587E+01
  0.14045771E+01 -0.52062132E+01
  0.14146391E+01 -0.51791825E+01
  0.14247010E+01 -0.51514673E+01
  0.14347630E+01 -0.51230687E+01
  0.14448249E+01 -0.50939876E+01
  0.14548869E+01 -0.50642256E+01
  0.14649488E+01 -0.50337843E+01
  0.14750108E+01 -0.50026656E+01
  0.14850727E+01 -0.49708716E+01
  0.14951347E+01 -0.49384047E+01
  0.15051966E+01 -0.49052676E+01
  0.15152586E+01 -0.48714633E+01
  0.15253205E+01 -0.48369948E+01
  0.15353825E+01 -0.48018657E+01
  0.15454445E+01 -0.47660797E+01
  0.15555064E+01 -0.47296407E+01
  0.15655684E+01 -0.46925531E+01
  0.15756303E+01 -0.46548212E+01
  0.15856923E+01 -0.46164499E+01
  0.15957542E+01 -0.45774442E+01
  0.16058162E+01 -0.45378094E+01
  0.16158781E+01 -0.44975509E+01
  0.16259401E+01 -0.44566745E+01
  0.16360020E+01 -0.44151862E+01
